"ID","chrom.","start","end","MaxD","AveD","Zscore","pvalue"
56,"chr1",13307645,13308144,0,0,0,0
57,"chr1",13308388,13308887,0,0,0,0
58,"chr1",13308903,13309402,0,0,0,0
59,"chr1",13309582,13310081,0,0,0,0
60,"chr1",13310955,13311454,0,0,0,0
61,"chr1",13312495,13312994,0,0,0,0
62,"chr1",13328783,13329282,0,0,0,0
63,"chr1",13374903,13375402,0,0,0,0
64,"chr1",13386790,13387289,0,0,0,0
65,"chr1",13588218,13588717,0,0,0,0
66,"chr1",13588980,13589479,0,0,0,0
67,"chr1",13643046,13643545,0,0,0,0
68,"chr1",13668922,13669421,0,0,0,0
69,"chr1",14163254,14163753,0,0,0,0
70,"chr1",14438185,14438684,0,0,0,0
71,"chr1",14498688,14499187,0,0,0,0
72,"chr1",15815178,15815677,0,0,0,0
73,"chr1",16101948,16102447,0,0,0,0
74,"chr1",16105544,16106043,0,0,0,0
75,"chr1",16109201,16109700,0,0,0,0
76,"chr1",16111669,16112168,0,0,0,0
77,"chr1",16129315,16129814,0,0,0,0
78,"chr1",16161642,16162141,0,0,0,0
79,"chr1",16225036,16225535,0,0,0,0
80,"chr1",16225647,16226146,0,0,0,0
81,"chr1",16226431,16226930,0,0,0,0
82,"chr1",16241063,16241562,0,0,0,0
83,"chr1",16242669,16243168,0,0,0,0
84,"chr1",16246727,16247226,0,0,0,0
85,"chr1",16277768,16278267,0,0,0,0
86,"chr1",16402559,16403058,0,0,0,0
87,"chr1",16631295,16631794,0,0,0,0
88,"chr1",16663874,16664373,0,0,0,0
89,"chr1",16867085,16867584,0,0,0,0
90,"chr1",17124296,17124795,0,0,0,0
91,"chr1",17451689,17452188,0,0,0,0
92,"chr1",17485782,17486281,0,0,0,0
93,"chr1",17487884,17488383,0,0,0,0
94,"chr1",17489765,17490264,0,0,0,0
95,"chr1",17506683,17507182,0,0,0,0
96,"chr1",18223331,18223830,0,0,0,0
97,"chr1",19206903,19207402,0,0,0,0
98,"chr1",19207552,19208051,0,0,0,0
99,"chr1",19209504,19210003,0,0,0,0
100,"chr1",19210115,19210614,0,0,0,0
101,"chr1",19241343,19241842,0,0,0,0
102,"chr1",19757974,19758473,0,0,0,0
103,"chr1",19951202,19951701,0,0,0,0
104,"chr1",19964249,19964748,0,0,0,0
105,"chr1",20774301,20774800,0,0,0,0
106,"chr1",20775184,20775683,0,0,0,0
107,"chr1",20775741,20776240,0,0,0,0
108,"chr1",20810520,20811019,0,0,0,0
109,"chr1",20835455,20835954,0,0,0,0
110,"chr1",20846073,20846572,0,0,0,0
111,"chr1",20847904,20848403,0,0,0,0
112,"chr1",20857454,20857953,0,0,0,0
113,"chr1",20863778,20864277,0,0,0,0
114,"chr1",20865737,20866236,0,0,0,0
115,"chr1",20875349,20875848,0,0,0,0
116,"chr1",20890913,20891412,0,0,0,0
117,"chr1",20993585,20994084,0,0,0,0
118,"chr1",21014374,21014873,0,0,0,0
119,"chr1",21014896,21015395,0,0,0,0
120,"chr1",21023878,21024377,0,0,0,0
121,"chr1",21166729,21167228,0,0,0,0
122,"chr1",21213997,21214496,0,0,0,0
123,"chr1",21214576,21215075,0,0,0,0
124,"chr1",21229332,21229831,0,0,0,0
125,"chr1",21235232,21235731,0,0,0,0
126,"chr1",21256222,21256721,0,0,0,0
127,"chr1",21428740,21429239,0,0,0,0
128,"chr1",21453107,21453606,0,0,0,0
129,"chr1",21461003,21461502,0,0,0,0
130,"chr1",21464668,21465167,0,0,0,0
131,"chr1",21482728,21483227,0,0,0,0
132,"chr1",21483348,21483847,0,0,0,0
133,"chr1",21486902,21487401,0,0,0,0
134,"chr1",21500419,21500918,0,0,0,0
135,"chr1",21501038,21501537,0,0,0,0
136,"chr1",21502527,21503026,0,0,0,0
137,"chr1",21508203,21508702,0,0,0,0
138,"chr1",21527083,21527582,0,0,0,0
139,"chr1",21633951,21634450,0,0,0,0
140,"chr1",21669802,21670301,0,0,0,0
141,"chr1",21690457,21690956,0,0,0,0
142,"chr1",21837493,21837992,0,0,0,0
143,"chr1",21883739,21884238,0,0,0,0
144,"chr1",22268050,22268549,0,0,0,0
145,"chr1",22268922,22269421,0,0,0,0
146,"chr1",22709382,22709881,0,0,0,0
147,"chr1",22712769,22713268,0,0,0,0
148,"chr1",22713902,22714401,0,0,0,0
149,"chr1",22739299,22739798,0,0,0,0
150,"chr1",22742355,22742854,0,0,0,0
151,"chr1",22743695,22744194,0,0,0,0
152,"chr1",22797080,22797579,0,0,0,0
153,"chr1",22801490,22801989,0,0,0,0
154,"chr1",22822411,22822910,0,0,0,0
155,"chr1",23057116,23057615,0,0,0,0
156,"chr1",23057831,23058330,0,0,0,0
157,"chr1",23058566,23059065,0,0,0,0
158,"chr1",23187860,23188359,0,0,0,0
159,"chr1",23190287,23190786,0,0,0,0
160,"chr1",23218158,23218657,0,0,0,0
161,"chr1",23285724,23286223,0,0,0,0
162,"chr1",23286678,23287177,0,0,0,0
163,"chr1",23289133,23289632,0,0,0,0
164,"chr1",23290615,23291114,0,0,0,0
165,"chr1",23292657,23293156,0,0,0,0
166,"chr1",23320518,23321017,0,0,0,0
167,"chr1",23365770,23366269,0,0,0,0
168,"chr1",23367849,23368348,0,0,0,0
169,"chr1",23444345,23444844,0,0,0,0
170,"chr1",23445067,23445566,0,0,0,0
171,"chr1",23480625,23481124,0,0,0,0
172,"chr1",23486816,23487315,0,0,0,0
173,"chr1",23915396,23915895,0,0,0,0
174,"chr1",23916856,23917355,0,0,0,0
175,"chr1",24006553,24007052,0,0,0,0
176,"chr1",24073767,24074266,0,0,0,0
177,"chr1",24100024,24100523,0,0,0,0
178,"chr1",24686583,24687082,0,0,0,0
179,"chr1",24732239,24732738,0,0,0,0
180,"chr1",30871736,30872235,0,0,0,0
181,"chr1",30946792,30947291,0,0,0,0
182,"chr1",30950356,30950855,0,0,0,0
183,"chr1",31088762,31089261,0,0,0,0
184,"chr1",31102243,31102742,0,0,0,0
185,"chr1",31149740,31150239,0,0,0,0
186,"chr1",31162882,31163381,0,0,0,0
187,"chr1",31163717,31164216,0,0,0,0
188,"chr1",33753675,33754174,0,0,0,0
189,"chr1",33756882,33757381,0,0,0,0
190,"chr1",33757619,33758118,0,0,0,0
191,"chr1",33758411,33758910,0,0,0,0
192,"chr1",34061079,34061578,0,0,0,0
193,"chr1",34120016,34120515,0,0,0,0
194,"chr1",34123250,34123749,0,0,0,0
195,"chr1",34123771,34124270,0,0,0,0
196,"chr1",34124480,34124979,0,0,0,0
197,"chr1",34134258,34134757,0,0,0,0
198,"chr1",34158820,34159319,0,0,0,0
199,"chr1",34160534,34161033,0,0,0,0
200,"chr1",34260930,34261429,0,0,0,0
201,"chr1",34459986,34460485,0,0,0,0
202,"chr1",34462654,34463153,0,0,0,0
203,"chr1",34601438,34601937,0,0,0,0
204,"chr1",34710490,34710989,0,0,0,0
205,"chr1",34715879,34716378,0,0,0,0
206,"chr1",34716890,34717389,0,0,0,0
207,"chr1",34719797,34720296,0,0,0,0
208,"chr1",34750955,34751454,0,0,0,0
209,"chr1",34824037,34824536,0,0,0,0
210,"chr1",34824567,34825066,0,0,0,0
211,"chr1",34837852,34838351,0,0,0,0
212,"chr1",34838357,34838856,0,0,0,0
213,"chr1",34852378,34852877,0,0,0,0
214,"chr1",35591554,35592053,0,0,0,0
215,"chr1",35767544,35768043,0,0,0,0
216,"chr1",35779499,35779998,0,0,0,0
217,"chr1",35780351,35780850,0,0,0,0
218,"chr1",35813097,35813596,0,0,0,0
219,"chr1",35813649,35814148,0,0,0,0
220,"chr1",35841794,35842293,0,0,0,0
221,"chr1",35848654,35849153,0,0,0,0
222,"chr1",36059430,36059929,0,0,0,0
223,"chr1",36060476,36060975,0,0,0,0
224,"chr1",36064243,36064742,0,0,0,0
225,"chr1",36066540,36067039,0,0,0,0
226,"chr1",36067227,36067726,0,0,0,0
227,"chr1",36068749,36069248,0,0,0,0
228,"chr1",36069352,36069851,0,0,0,0
229,"chr1",36070023,36070522,0,0,0,0
230,"chr1",36070580,36071079,0,0,0,0
231,"chr1",36071831,36072330,0,0,0,0
232,"chr1",36077070,36077569,0,0,0,0
233,"chr1",36078877,36079376,0,0,0,0
234,"chr1",36087083,36087582,0,0,0,0
235,"chr1",36088797,36089296,0,0,0,0
236,"chr1",36090538,36091037,0,0,0,0
237,"chr1",36096183,36096682,0,0,0,0
238,"chr1",36099324,36099823,0,0,0,0
239,"chr1",36107613,36108112,0,0,0,0
240,"chr1",36116534,36117033,0,0,0,0
241,"chr1",36118295,36118794,0,0,0,0
242,"chr1",36118833,36119332,0,0,0,0
243,"chr1",36141274,36141773,0,0,0,0
244,"chr1",36264044,36264543,0,0,0,0
245,"chr1",36309437,36309936,0,0,0,0
246,"chr1",36314920,36315419,0,0,0,0
247,"chr1",36445065,36445564,0,0,0,0
248,"chr1",36469965,36470464,0,0,0,0
249,"chr1",36532202,36532701,0,0,0,0
250,"chr1",36533063,36533562,0,0,0,0
251,"chr1",36533956,36534455,0,0,0,0
252,"chr1",36534492,36534991,0,0,0,0
253,"chr1",36570381,36570880,0,0,0,0
254,"chr1",36577253,36577752,0,0,0,0
255,"chr1",36581835,36582334,0,0,0,0
256,"chr1",36583283,36583782,0,0,0,0
257,"chr1",36596005,36596504,0,0,0,0
258,"chr1",36608364,36608863,0,0,0,0
259,"chr1",36630670,36631169,0,0,0,0
260,"chr1",36709815,36710314,0,0,0,0
261,"chr1",36865089,36865588,0,0,0,0
262,"chr1",36888925,36889424,0,0,0,0
263,"chr1",36911320,36911819,0,0,0,0
264,"chr1",36939378,36939877,0,0,0,0
265,"chr1",36939995,36940494,0,0,0,0
266,"chr1",36984231,36984730,0,0,0,0
267,"chr1",37029229,37029728,0,0,0,0
268,"chr1",37029824,37030323,0,0,0,0
269,"chr1",37030674,37031173,0,0,0,0
270,"chr1",37032288,37032787,0,0,0,0
271,"chr1",37041129,37041628,0,0,0,0
272,"chr1",37042165,37042664,0,0,0,0
273,"chr1",37077773,37078272,0,0,0,0
274,"chr1",37288632,37289131,0,0,0,0
275,"chr1",37290582,37291081,0,0,0,0
276,"chr1",37298978,37299477,0,0,0,0
277,"chr1",37300376,37300875,0,0,0,0
278,"chr1",37321075,37321574,0,0,0,0
279,"chr1",37324534,37325033,0,0,0,0
280,"chr1",37331710,37332209,0,0,0,0
281,"chr1",37333763,37334262,0,0,0,0
282,"chr1",37339889,37340388,0,0,0,0
283,"chr1",37340452,37340951,0,0,0,0
284,"chr1",37471348,37471847,0,0,0,0
285,"chr1",37472191,37472690,0,0,0,0
286,"chr1",37475238,37475737,0,0,0,0
287,"chr1",37478435,37478934,0,0,0,0
288,"chr1",37486335,37486834,0,0,0,0
289,"chr1",37491666,37492165,0,0,0,0
290,"chr1",37517524,37518023,0,0,0,0
291,"chr1",37519020,37519519,0,0,0,0
292,"chr1",37522021,37522520,0,0,0,0
293,"chr1",37523936,37524435,0,0,0,0
294,"chr1",37534461,37534960,0,0,0,0
295,"chr1",37537693,37538192,0,0,0,0
296,"chr1",37540312,37540811,0,0,0,0
297,"chr1",37546360,37546859,0,0,0,0
298,"chr1",37565291,37565790,0,0,0,0
299,"chr1",37567922,37568421,0,0,0,0
300,"chr1",37568572,37569071,0,0,0,0
301,"chr1",37571114,37571613,0,0,0,0
302,"chr1",37582076,37582575,0,0,0,0
303,"chr1",37583805,37584304,0,0,0,0
304,"chr1",37584480,37584979,0,0,0,0
305,"chr1",37585122,37585621,0,0,0,0
306,"chr1",37585712,37586211,0,0,0,0
307,"chr1",37603139,37603638,0,0,0,0
308,"chr1",37607584,37608083,0,0,0,0
309,"chr1",37610969,37611468,0,0,0,0
310,"chr1",37614332,37614831,0,0,0,0
311,"chr1",37615245,37615744,0,0,0,0
312,"chr1",37615767,37616266,0,0,0,0
313,"chr1",37616465,37616964,0,0,0,0
314,"chr1",37617500,37617999,0,0,0,0
315,"chr1",37628793,37629292,0,0,0,0
316,"chr1",37639105,37639604,0,0,0,0
317,"chr1",37655934,37656433,0,0,0,0
318,"chr1",37663231,37663730,0,0,0,0
319,"chr1",37665515,37666014,0,0,0,0
320,"chr1",37666593,37667092,0,0,0,0
321,"chr1",37672178,37672677,0,0,0,0
322,"chr1",37698138,37698637,0,0,0,0
323,"chr1",37709671,37710170,0,0,0,0
324,"chr1",37710513,37711012,0,0,0,0
325,"chr1",37872131,37872630,0,0,0,0
326,"chr1",37892999,37893498,0,0,0,0
327,"chr1",37968718,37969217,0,0,0,0
328,"chr1",37969263,37969762,0,0,0,0
329,"chr1",38103081,38103580,0,0,0,0
330,"chr1",38120841,38121340,0,0,0,0
331,"chr1",38130248,38130747,0,0,0,0
332,"chr1",38248536,38249035,0,0,0,0
333,"chr1",38497100,38497599,0,0,0,0
334,"chr1",38502575,38503074,0,0,0,0
335,"chr1",38873872,38874371,0,0,0,0
336,"chr1",38881190,38881689,0,0,0,0
337,"chr1",38883795,38884294,0,0,0,0
338,"chr1",38885876,38886375,0,0,0,0
339,"chr1",38887547,38888046,0,0,0,0
340,"chr1",38889017,38889516,0,0,0,0
341,"chr1",38889616,38890115,0,0,0,0
342,"chr1",38897721,38898220,0,0,0,0
343,"chr1",38934577,38935076,0,0,0,0
344,"chr1",38963558,38964057,0,0,0,0
345,"chr1",39107649,39108148,0,0,0,0
346,"chr1",39186660,39187159,0,0,0,0
347,"chr1",39194972,39195471,0,0,0,0
348,"chr1",39195487,39195986,0,0,0,0
349,"chr1",39196081,39196580,0,0,0,0
350,"chr1",39241449,39241948,0,0,0,0
351,"chr1",39251683,39252182,0,0,0,0
352,"chr1",39255428,39255927,0,0,0,0
353,"chr1",39368109,39368608,0,0,0,0
354,"chr1",39410068,39410567,0,0,0,0
355,"chr1",39413319,39413818,0,0,0,0
356,"chr1",39443181,39443680,0,0,0,0
357,"chr1",39443784,39444283,0,0,0,0
358,"chr1",39445210,39445709,0,0,0,0
359,"chr1",39458412,39458911,0,0,0,0
360,"chr1",39530919,39531418,0,0,0,0
361,"chr1",39545613,39546112,0,0,0,0
362,"chr1",39575951,39576450,0,0,0,0
363,"chr1",39579078,39579577,0,0,0,0
364,"chr1",39588714,39589213,0,0,0,0
365,"chr1",39640192,39640691,0,0,0,0
366,"chr1",39766353,39766852,0,0,0,0
367,"chr1",39889961,39890460,0,0,0,0
368,"chr1",39901110,39901609,0,0,0,0
369,"chr1",39911456,39911955,0,0,0,0
370,"chr1",39918094,39918593,0,0,0,0
371,"chr1",39918719,39919218,0,0,0,0
372,"chr1",39922666,39923165,0,0,0,0
373,"chr1",39924048,39924547,0,0,0,0
374,"chr1",39924909,39925408,0,0,0,0
375,"chr1",39936384,39936883,0,0,0,0
376,"chr1",39936908,39937407,0,0,0,0
377,"chr1",39937567,39938066,0,0,0,0
378,"chr1",39938247,39938746,0,0,0,0
379,"chr1",39939214,39939713,0,0,0,0
380,"chr1",39948379,39948878,0,0,0,0
381,"chr1",39956050,39956549,0,0,0,0
382,"chr1",39957947,39958446,0,0,0,0
383,"chr1",39965407,39965906,0,0,0,0
384,"chr1",39967947,39968446,0,0,0,0
385,"chr1",40000867,40001366,0,0,0,0
386,"chr1",40002014,40002513,0,0,0,0
387,"chr1",40045031,40045530,0,0,0,0
388,"chr1",40060667,40061166,0,0,0,0
389,"chr1",40081122,40081621,0,0,0,0
390,"chr1",40084376,40084875,0,0,0,0
391,"chr1",40084971,40085470,0,0,0,0
392,"chr1",40085717,40086216,0,0,0,0
393,"chr1",40090397,40090896,0,0,0,0
394,"chr1",40097135,40097634,0,0,0,0
395,"chr1",40105944,40106443,0,0,0,0
396,"chr1",40107004,40107503,0,0,0,0
397,"chr1",40108122,40108621,0,0,0,0
398,"chr1",40109740,40110239,0,0,0,0
399,"chr1",40116365,40116864,0,0,0,0
400,"chr1",40129189,40129688,0,0,0,0
401,"chr1",40168977,40169476,0,0,0,0
402,"chr1",40170709,40171208,0,0,0,0
403,"chr1",40175034,40175533,0,0,0,0
404,"chr1",40216522,40217021,0,0,0,0
405,"chr1",40217372,40217871,0,0,0,0
406,"chr1",40224816,40225315,0,0,0,0
407,"chr1",40262578,40263077,0,0,0,0
408,"chr1",40263102,40263601,0,0,0,0
409,"chr1",40265431,40265930,0,0,0,0
410,"chr1",40267276,40267775,0,0,0,0
411,"chr1",40268326,40268825,0,0,0,0
412,"chr1",40269831,40270330,0,0,0,0
413,"chr1",40273487,40273986,0,0,0,0
414,"chr1",40275163,40275662,0,0,0,0
415,"chr1",40277288,40277787,0,0,0,0
416,"chr1",40278234,40278733,0,0,0,0
417,"chr1",40279261,40279760,0,0,0,0
418,"chr1",40290529,40291028,0,0,0,0
419,"chr1",40294914,40295413,0,0,0,0
420,"chr1",40296554,40297053,0,0,0,0
421,"chr1",40318601,40319100,0,0,0,0
422,"chr1",40340541,40341040,0,0,0,0
423,"chr1",40342049,40342548,0,0,0,0
424,"chr1",40350827,40351326,0,0,0,0
425,"chr1",40354563,40355062,0,0,0,0
426,"chr1",40379996,40380495,0,0,0,0
427,"chr1",40400588,40401087,0,0,0,0
428,"chr1",40420015,40420514,0,0,0,0
429,"chr1",40465367,40465866,0,0,0,0
430,"chr1",40466050,40466549,0,0,0,0
431,"chr1",40466605,40467104,0,0,0,0
432,"chr1",40467234,40467733,0,0,0,0
433,"chr1",40479337,40479836,0,0,0,0
434,"chr1",40547703,40548202,0,0,0,0
435,"chr1",40599277,40599776,0,0,0,0
436,"chr1",40662662,40663161,0,0,0,0
437,"chr1",40665902,40666401,0,0,0,0
438,"chr1",40667171,40667670,0,0,0,0
439,"chr1",40677259,40677758,0,0,0,0
440,"chr1",40680156,40680655,0,0,0,0
441,"chr1",43110489,43110988,0,0,0,0
442,"chr1",43128143,43128642,0,0,0,0
443,"chr1",43138201,43138700,0,0,0,0
444,"chr1",43225686,43226185,0,0,0,0
445,"chr1",43269585,43270084,0,0,0,0
446,"chr1",43306734,43307233,0,0,0,0
447,"chr1",43375134,43375633,0,0,0,0
448,"chr1",43433778,43434277,0,0,0,0
449,"chr1",43444534,43445033,0,0,0,0
450,"chr1",43446798,43447297,0,0,0,0
451,"chr1",43451497,43451996,0,0,0,0
452,"chr1",43463918,43464417,0,0,0,0
453,"chr1",43471273,43471772,0,0,0,0
454,"chr1",43472110,43472609,0,0,0,0
455,"chr1",43472708,43473207,0,0,0,0
456,"chr1",43474364,43474863,0,0,0,0
457,"chr1",43482413,43482912,0,0,0,0
458,"chr1",43483214,43483713,0,0,0,0
459,"chr1",43484678,43485177,0,0,0,0
460,"chr1",43491410,43491909,0,0,0,0
461,"chr1",43501612,43502111,0,0,0,0
462,"chr1",43527204,43527703,0,0,0,0
463,"chr1",43530156,43530655,0,0,0,0
464,"chr1",43533548,43534047,0,0,0,0
465,"chr1",43534503,43535002,0,0,0,0
466,"chr1",43535118,43535617,0,0,0,0
467,"chr1",43535697,43536196,0,0,0,0
468,"chr1",43538946,43539445,0,0,0,0
469,"chr1",43898931,43899430,0,0,0,0
470,"chr1",43996827,43997326,0,0,0,0
471,"chr1",44042140,44042639,0,0,0,0
472,"chr1",44148490,44148989,0,0,0,0
473,"chr1",44189086,44189585,0,0,0,0
474,"chr1",45886707,45887206,0,0,0,0
475,"chr1",45890265,45890764,0,0,0,0
476,"chr1",45891333,45891832,0,0,0,0
477,"chr1",45891976,45892475,0,0,0,0
478,"chr1",45896310,45896809,0,0,0,0
479,"chr1",45917061,45917560,0,0,0,0
480,"chr1",46128049,46128548,0,0,0,0
481,"chr1",46128563,46129062,0,0,0,0
482,"chr1",46275760,46276259,0,0,0,0
483,"chr1",46856165,46856664,0,0,0,0
484,"chr1",46894369,46894868,0,0,0,0
485,"chr1",46901352,46901851,0,0,0,0
486,"chr1",46902049,46902548,0,0,0,0
487,"chr1",51429561,51430060,0,0,0,0
488,"chr1",51476354,51476853,0,0,0,0
489,"chr1",51476915,51477414,0,0,0,0
490,"chr1",51477502,51478001,0,0,0,0
491,"chr1",51486483,51486982,0,0,0,0
492,"chr1",51506091,51506590,0,0,0,0
493,"chr1",51515532,51516031,0,0,0,0
494,"chr1",51516937,51517436,0,0,0,0
495,"chr1",51518981,51519480,0,0,0,0
496,"chr1",51524406,51524905,0,0,0,0
497,"chr1",51524909,51525408,0,0,0,0
498,"chr1",51530855,51531354,0,0,0,0
499,"chr1",51531906,51532405,0,0,0,0
500,"chr1",51546877,51547376,0,0,0,0
501,"chr1",51577685,51578184,0,0,0,0
502,"chr1",51751079,51751578,0,0,0,0
503,"chr1",51848953,51849452,0,0,0,0
504,"chr1",52055868,52056367,0,0,0,0
505,"chr1",52112924,52113423,0,0,0,0
506,"chr1",52128850,52129349,0,0,0,0
507,"chr1",52169976,52170475,0,0,0,0
508,"chr1",52170653,52171152,0,0,0,0
509,"chr1",52225308,52225807,0,0,0,0
510,"chr1",52227926,52228425,0,0,0,0
511,"chr1",52231146,52231645,0,0,0,0
512,"chr1",52233872,52234371,0,0,0,0
513,"chr1",52250298,52250797,0,0,0,0
514,"chr1",52253791,52254290,0,0,0,0
515,"chr1",52288902,52289401,0,0,0,0
516,"chr1",52293114,52293613,0,0,0,0
517,"chr1",52294840,52295339,0,0,0,0
518,"chr1",52306905,52307404,0,0,0,0
519,"chr1",52456452,52456951,0,0,0,0
520,"chr1",52495756,52496255,0,0,0,0
521,"chr1",52499037,52499536,0,0,0,0
522,"chr1",52500644,52501143,0,0,0,0
523,"chr1",52501746,52502245,0,0,0,0
524,"chr1",52524791,52525290,0,0,0,0
525,"chr1",52554147,52554646,0,0,0,0
526,"chr1",52580103,52580602,0,0,0,0
527,"chr1",52581053,52581552,0,0,0,0
528,"chr1",52596055,52596554,0,0,0,0
529,"chr1",52597748,52598247,0,0,0,0
530,"chr1",52630346,52630845,0,0,0,0
531,"chr1",52635262,52635761,0,0,0,0
532,"chr1",52687588,52688087,0,0,0,0
533,"chr1",52707829,52708328,0,0,0,0
534,"chr1",52734161,52734660,0,0,0,0
535,"chr1",52800194,52800693,0,0,0,0
536,"chr1",52801091,52801590,0,0,0,0
537,"chr1",52801598,52802097,0,0,0,0
538,"chr1",52813152,52813651,0,0,0,0
539,"chr1",52823554,52824053,0,0,0,0
540,"chr1",52830015,52830514,0,0,0,0
541,"chr1",52844128,52844627,0,0,0,0
542,"chr1",53296011,53296510,0,0,0,0
543,"chr1",53845892,53846391,0,0,0,0
544,"chr1",53856519,53857018,0,0,0,0
545,"chr1",53890307,53890806,0,0,0,0
546,"chr1",53894308,53894807,0,0,0,0
547,"chr1",54556664,54557163,0,0,0,0
548,"chr1",54607621,54608120,0,0,0,0
549,"chr1",54609554,54610053,0,0,0,0
550,"chr1",54612414,54612913,0,0,0,0
551,"chr1",54830124,54830623,0,0,0,0
552,"chr1",54851927,54852426,0,0,0,0
553,"chr1",54867142,54867641,0,0,0,0
554,"chr1",54868386,54868885,0,0,0,0
555,"chr1",54908959,54909458,0,0,0,0
556,"chr1",54909788,54910287,0,0,0,0
557,"chr1",54910558,54911057,0,0,0,0
558,"chr1",54913269,54913768,0,0,0,0
559,"chr1",54919990,54920489,0,0,0,0
560,"chr1",54922149,54922648,0,0,0,0
561,"chr1",54923067,54923566,0,0,0,0
562,"chr1",54934863,54935362,0,0,0,0
563,"chr1",54974134,54974633,0,0,0,0
564,"chr1",54979898,54980397,0,0,0,0
565,"chr1",54982522,54983021,0,0,0,0
566,"chr1",55012455,55012954,0,0,0,0
567,"chr1",55028775,55029274,0,0,0,0
568,"chr1",55055897,55056396,0,0,0,0
569,"chr1",55074801,55075300,0,0,0,0
570,"chr1",55113403,55113902,0,0,0,0
571,"chr1",55131528,55132027,0,0,0,0
572,"chr1",55163290,55163789,0,0,0,0
573,"chr1",55235083,55235582,0,0,0,0
574,"chr1",55808644,55809143,0,0,0,0
575,"chr1",56671263,56671762,0,0,0,0
576,"chr1",56827874,56828373,0,0,0,0
577,"chr1",56972076,56972575,0,0,0,0
578,"chr1",57377856,57378355,0,0,0,0
579,"chr1",57444302,57444801,0,0,0,0
580,"chr1",57845256,57845755,0,0,0,0
581,"chr1",57849810,57850309,0,0,0,0
582,"chr1",57884857,57885356,0,0,0,0
583,"chr1",57886015,57886514,0,0,0,0
584,"chr1",57936974,57937473,0,0,0,0
585,"chr1",57969145,57969644,0,0,0,0
586,"chr1",57969801,57970300,0,0,0,0
587,"chr1",57996399,57996898,0,0,0,0
588,"chr1",58065233,58065732,0,0,0,0
589,"chr1",58113344,58113843,0,0,0,0
590,"chr1",58149116,58149615,0,0,0,0
591,"chr1",58210115,58210614,0,0,0,0
592,"chr1",58273215,58273714,0,0,0,0
593,"chr1",58291340,58291839,0,0,0,0
594,"chr1",58296261,58296760,0,0,0,0
595,"chr1",58304323,58304822,0,0,0,0
596,"chr1",58307037,58307536,0,0,0,0
597,"chr1",58307541,58308040,0,0,0,0
598,"chr1",58343760,58344259,0,0,0,0
599,"chr1",58350643,58351142,0,0,0,0
600,"chr1",58351876,58352375,0,0,0,0
601,"chr1",58352414,58352913,0,0,0,0
602,"chr1",58359448,58359947,0,0,0,0
603,"chr1",58393487,58393986,0,0,0,0
604,"chr1",58415210,58415709,0,0,0,0
605,"chr1",58433385,58433884,0,0,0,0
