"ID","chrom.","start","end","MaxD","AveD","Zscore","pvalue"
59,"chr1",7591627,7592126,0,0,0,0
60,"chr1",7681542,7682041,0,0,0,0
61,"chr1",8130228,8130727,0,0,0,0
62,"chr1",9300469,9300968,0,0,0,0
63,"chr1",9470517,9471016,0,0,0,0
64,"chr1",9529731,9530230,0,0,0,0
65,"chr1",9573177,9573676,0,0,0,0
66,"chr1",9592937,9593436,0,0,0,0
67,"chr1",9702995,9703494,0,0,0,0
68,"chr1",9753974,9754473,0,0,0,0
69,"chr1",9755575,9756074,0,0,0,0
70,"chr1",9846135,9846634,0,0,0,0
71,"chr1",9945108,9945607,0,0,0,0
72,"chr1",9945663,9946162,0,0,0,0
73,"chr1",9967027,9967526,0,0,0,0
74,"chr1",9982905,9983404,0,0,0,0
75,"chr1",9989944,9990443,0,0,0,0
76,"chr1",10008939,10009438,0,0,0,0
77,"chr1",10038199,10038698,0,0,0,0
78,"chr1",10038815,10039314,0,0,0,0
79,"chr1",10050046,10050545,0,0,0,0
80,"chr1",10056331,10056830,0,0,0,0
81,"chr1",10177812,10178311,0,0,0,0
82,"chr1",10231580,10232079,0,0,0,0
83,"chr1",10253780,10254279,0,0,0,0
84,"chr1",10254282,10254781,0,0,0,0
85,"chr1",10254929,10255428,0,0,0,0
86,"chr1",10256303,10256802,0,0,0,0
87,"chr1",10257182,10257681,0,0,0,0
88,"chr1",10285472,10285971,0,0,0,0
89,"chr1",10592575,10593074,0,0,0,0
90,"chr1",10709915,10710414,0,0,0,0
91,"chr1",10727276,10727775,0,0,0,0
92,"chr1",10759524,10760023,0,0,0,0
93,"chr1",10814937,10815436,0,0,0,0
94,"chr1",10874258,10874757,0,0,0,0
95,"chr1",11065122,11065621,0,0,0,0
96,"chr1",11214091,11214590,0,0,0,0
97,"chr1",11229278,11229777,0,0,0,0
98,"chr1",11321086,11321585,0,0,0,0
99,"chr1",11401147,11401646,0,0,0,0
100,"chr1",11657644,11658143,0,0,0,0
101,"chr1",11762912,11763411,0,0,0,0
102,"chr1",12418389,12418888,0,0,0,0
103,"chr1",12623105,12623604,0,0,0,0
104,"chr1",12626138,12626637,0,0,0,0
105,"chr1",12715330,12715829,0,0,0,0
106,"chr1",12729268,12729767,0,0,0,0
107,"chr1",12875384,12875883,0,0,0,0
108,"chr1",12990148,12990647,0,0,0,0
109,"chr1",13045112,13045611,0,0,0,0
110,"chr1",13051941,13052440,0,0,0,0
111,"chr1",13083370,13083869,0,0,0,0
112,"chr1",13103877,13104376,0,0,0,0
113,"chr1",13133460,13133959,0,0,0,0
114,"chr1",13143976,13144475,0,0,0,0
115,"chr1",13151008,13151507,0,0,0,0
116,"chr1",13199556,13200055,0,0,0,0
117,"chr1",13207182,13207681,0,0,0,0
118,"chr1",13240306,13240805,0,0,0,0
119,"chr1",13278106,13278605,0,0,0,0
120,"chr1",13292108,13292607,0,0,0,0
121,"chr1",13300620,13301119,0,0,0,0
122,"chr1",13306937,13307436,0,0,0,0
123,"chr1",13321755,13322254,0,0,0,0
124,"chr1",13324403,13324902,0,0,0,0
125,"chr1",13324915,13325414,0,0,0,0
126,"chr1",13327087,13327586,0,0,0,0
127,"chr1",13328280,13328779,0,0,0,0
128,"chr1",13332527,13333026,0,0,0,0
129,"chr1",13336427,13336926,0,0,0,0
130,"chr1",13353441,13353940,0,0,0,0
131,"chr1",13356538,13357037,0,0,0,0
132,"chr1",13360813,13361312,0,0,0,0
133,"chr1",13363595,13364094,0,0,0,0
134,"chr1",13373495,13373994,0,0,0,0
135,"chr1",13409257,13409756,0,0,0,0
136,"chr1",13496366,13496865,0,0,0,0
137,"chr1",13598962,13599461,0,0,0,0
138,"chr1",13614798,13615297,0,0,0,0
139,"chr1",13628006,13628505,0,0,0,0
140,"chr1",13660417,13660916,0,0,0,0
141,"chr1",13663329,13663828,0,0,0,0
142,"chr1",13664262,13664761,0,0,0,0
143,"chr1",13678670,13679169,0,0,0,0
144,"chr1",13687082,13687581,0,0,0,0
145,"chr1",13706269,13706768,0,0,0,0
146,"chr1",13752410,13752909,0,0,0,0
147,"chr1",13789155,13789654,0,0,0,0
148,"chr1",13859698,13860197,0,0,0,0
149,"chr1",13873034,13873533,0,0,0,0
150,"chr1",13873943,13874442,0,0,0,0
151,"chr1",13879042,13879541,0,0,0,0
152,"chr1",14016845,14017344,0,0,0,0
153,"chr1",14075230,14075729,0,0,0,0
154,"chr1",14124647,14125146,0,0,0,0
155,"chr1",14149667,14150166,0,0,0,0
156,"chr1",14187401,14187900,0,0,0,0
157,"chr1",14190362,14190861,0,0,0,0
158,"chr1",14193273,14193772,0,0,0,0
159,"chr1",14219919,14220418,0,0,0,0
160,"chr1",14631887,14632386,0,0,0,0
161,"chr1",14632471,14632970,0,0,0,0
162,"chr1",14739971,14740470,0,0,0,0
163,"chr1",14755190,14755689,0,0,0,0
164,"chr1",14781335,14781834,0,0,0,0
165,"chr1",15312075,15312574,0,0,0,0
166,"chr1",15691378,15691877,0,0,0,0
167,"chr1",15719550,15720049,0,0,0,0
168,"chr1",15791012,15791511,0,0,0,0
169,"chr1",15791594,15792093,0,0,0,0
170,"chr1",15820423,15820922,0,0,0,0
171,"chr1",16104521,16105020,0,0,0,0
172,"chr1",16110636,16111135,0,0,0,0
173,"chr1",16123994,16124493,0,0,0,0
174,"chr1",16159341,16159840,0,0,0,0
175,"chr1",16172000,16172499,0,0,0,0
176,"chr1",16191969,16192468,0,0,0,0
177,"chr1",16205917,16206416,0,0,0,0
178,"chr1",16221195,16221694,0,0,0,0
179,"chr1",16260577,16261076,0,0,0,0
180,"chr1",16304812,16305311,0,0,0,0
181,"chr1",16433340,16433839,0,0,0,0
182,"chr1",16570854,16571353,0,0,0,0
183,"chr1",16617682,16618181,0,0,0,0
184,"chr1",16618316,16618815,0,0,0,0
185,"chr1",16665539,16666038,0,0,0,0
186,"chr1",16688746,16689245,0,0,0,0
187,"chr1",16786882,16787381,0,0,0,0
188,"chr1",16798256,16798755,0,0,0,0
189,"chr1",16813822,16814321,0,0,0,0
190,"chr1",16819658,16820157,0,0,0,0
191,"chr1",16889741,16890240,0,0,0,0
192,"chr1",17163493,17163992,0,0,0,0
193,"chr1",17271091,17271590,0,0,0,0
194,"chr1",17540411,17540910,0,0,0,0
195,"chr1",17596691,17597190,0,0,0,0
196,"chr1",17980562,17981061,0,0,0,0
197,"chr1",18050394,18050893,0,0,0,0
198,"chr1",18106670,18107169,0,0,0,0
199,"chr1",18793596,18794095,0,0,0,0
200,"chr1",19096793,19097292,0,0,0,0
201,"chr1",19421545,19422044,0,0,0,0
202,"chr1",19564956,19565455,0,0,0,0
203,"chr1",19611376,19611875,0,0,0,0
204,"chr1",19616377,19616876,0,0,0,0
205,"chr1",19748991,19749490,0,0,0,0
206,"chr1",19895765,19896264,0,0,0,0
207,"chr1",19934046,19934545,0,0,0,0
208,"chr1",19968728,19969227,0,0,0,0
209,"chr1",20069637,20070136,0,0,0,0
210,"chr1",20311417,20311916,0,0,0,0
211,"chr1",20513664,20514163,0,0,0,0
212,"chr1",20617765,20618264,0,0,0,0
213,"chr1",20619303,20619802,0,0,0,0
214,"chr1",20634801,20635300,0,0,0,0
215,"chr1",20699911,20700410,0,0,0,0
216,"chr1",20740581,20741080,0,0,0,0
217,"chr1",20786939,20787438,0,0,0,0
218,"chr1",20788364,20788863,0,0,0,0
219,"chr1",20832397,20832896,0,0,0,0
220,"chr1",20856813,20857312,0,0,0,0
221,"chr1",20862710,20863209,0,0,0,0
222,"chr1",20870900,20871399,0,0,0,0
223,"chr1",20871578,20872077,0,0,0,0
224,"chr1",20872473,20872972,0,0,0,0
225,"chr1",20879289,20879788,0,0,0,0
226,"chr1",20896473,20896972,0,0,0,0
227,"chr1",20912481,20912980,0,0,0,0
228,"chr1",20924968,20925467,0,0,0,0
229,"chr1",20925957,20926456,0,0,0,0
230,"chr1",20933423,20933922,0,0,0,0
231,"chr1",20935085,20935584,0,0,0,0
232,"chr1",20938990,20939489,0,0,0,0
233,"chr1",21010157,21010656,0,0,0,0
234,"chr1",21068410,21068909,0,0,0,0
235,"chr1",21093979,21094478,0,0,0,0
236,"chr1",21101160,21101659,0,0,0,0
237,"chr1",21166227,21166726,0,0,0,0
238,"chr1",21207440,21207939,0,0,0,0
239,"chr1",21215102,21215601,0,0,0,0
240,"chr1",21226433,21226932,0,0,0,0
241,"chr1",21227548,21228047,0,0,0,0
242,"chr1",21256804,21257303,0,0,0,0
243,"chr1",21411151,21411650,0,0,0,0
244,"chr1",21484797,21485296,0,0,0,0
245,"chr1",22046051,22046550,0,0,0,0
246,"chr1",22228527,22229026,0,0,0,0
247,"chr1",22307773,22308272,0,0,0,0
248,"chr1",22422091,22422590,0,0,0,0
249,"chr1",22487245,22487744,0,0,0,0
250,"chr1",22785961,22786460,0,0,0,0
251,"chr1",22800177,22800676,0,0,0,0
252,"chr1",23056599,23057098,0,0,0,0
253,"chr1",23061923,23062422,0,0,0,0
254,"chr1",23197234,23197733,0,0,0,0
255,"chr1",23214416,23214915,0,0,0,0
256,"chr1",23228415,23228914,0,0,0,0
257,"chr1",23268004,23268503,0,0,0,0
258,"chr1",23279635,23280134,0,0,0,0
259,"chr1",23291304,23291803,0,0,0,0
260,"chr1",23314569,23315068,0,0,0,0
261,"chr1",23359408,23359907,0,0,0,0
262,"chr1",23377583,23378082,0,0,0,0
263,"chr1",23378397,23378896,0,0,0,0
264,"chr1",23383176,23383675,0,0,0,0
265,"chr1",23394313,23394812,0,0,0,0
266,"chr1",23399485,23399984,0,0,0,0
267,"chr1",23400223,23400722,0,0,0,0
268,"chr1",23522900,23523399,0,0,0,0
269,"chr1",23524466,23524965,0,0,0,0
270,"chr1",23539558,23540057,0,0,0,0
271,"chr1",23645045,23645544,0,0,0,0
272,"chr1",23705448,23705947,0,0,0,0
273,"chr1",23763695,23764194,0,0,0,0
274,"chr1",23772998,23773497,0,0,0,0
275,"chr1",23798198,23798697,0,0,0,0
276,"chr1",23899542,23900041,0,0,0,0
277,"chr1",24020905,24021404,0,0,0,0
278,"chr1",24060553,24061052,0,0,0,0
279,"chr1",24061502,24062001,0,0,0,0
280,"chr1",24064909,24065408,0,0,0,0
281,"chr1",24071146,24071645,0,0,0,0
282,"chr1",24087910,24088409,0,0,0,0
283,"chr1",24089996,24090495,0,0,0,0
284,"chr1",24101931,24102430,0,0,0,0
285,"chr1",24109063,24109562,0,0,0,0
286,"chr1",24112839,24113338,0,0,0,0
287,"chr1",24137065,24137564,0,0,0,0
288,"chr1",24171423,24171922,0,0,0,0
289,"chr1",24233525,24234024,0,0,0,0
290,"chr1",24249038,24249537,0,0,0,0
291,"chr1",24276540,24277039,0,0,0,0
292,"chr1",24294616,24295115,0,0,0,0
293,"chr1",24302610,24303109,0,0,0,0
294,"chr1",24326135,24326634,0,0,0,0
295,"chr1",24362185,24362684,0,0,0,0
296,"chr1",24374868,24375367,0,0,0,0
297,"chr1",24553362,24553861,0,0,0,0
298,"chr1",24608544,24609043,0,0,0,0
299,"chr1",24609408,24609907,0,0,0,0
300,"chr1",24617033,24617532,0,0,0,0
301,"chr1",24621945,24622444,0,0,0,0
302,"chr1",24677593,24678092,0,0,0,0
303,"chr1",24678398,24678897,0,0,0,0
304,"chr1",24679040,24679539,0,0,0,0
305,"chr1",24680956,24681455,0,0,0,0
306,"chr1",24716273,24716772,0,0,0,0
307,"chr1",24717594,24718093,0,0,0,0
308,"chr1",24798946,24799445,0,0,0,0
309,"chr1",25034093,25034592,0,0,0,0
310,"chr1",25063916,25064415,0,0,0,0
311,"chr1",25510259,25510758,0,0,0,0
312,"chr1",25585699,25586198,0,0,0,0
313,"chr1",25670783,25671282,0,0,0,0
314,"chr1",25811344,25811843,0,0,0,0
315,"chr1",25887991,25888490,0,0,0,0
316,"chr1",26910366,26910865,0,0,0,0
317,"chr1",28841340,28841839,0,0,0,0
318,"chr1",29074666,29075165,0,0,0,0
319,"chr1",30317510,30318009,0,0,0,0
320,"chr1",30558225,30558724,0,0,0,0
321,"chr1",30780203,30780702,0,0,0,0
322,"chr1",30789635,30790134,0,0,0,0
323,"chr1",30790139,30790638,0,0,0,0
324,"chr1",30864588,30865087,0,0,0,0
325,"chr1",30943537,30944036,0,0,0,0
326,"chr1",31023089,31023588,0,0,0,0
327,"chr1",31050230,31050729,0,0,0,0
328,"chr1",31094601,31095100,0,0,0,0
329,"chr1",31101050,31101549,0,0,0,0
330,"chr1",31102842,31103341,0,0,0,0
331,"chr1",31103831,31104330,0,0,0,0
332,"chr1",31143853,31144352,0,0,0,0
333,"chr1",31153880,31154379,0,0,0,0
334,"chr1",31164481,31164980,0,0,0,0
335,"chr1",31210098,31210597,0,0,0,0
336,"chr1",31509862,31510361,0,0,0,0
337,"chr1",31721586,31722085,0,0,0,0
338,"chr1",31778094,31778593,0,0,0,0
339,"chr1",31891846,31892345,0,0,0,0
340,"chr1",32104105,32104604,0,0,0,0
341,"chr1",32120222,32120721,0,0,0,0
342,"chr1",32337051,32337550,0,0,0,0
343,"chr1",33467337,33467836,0,0,0,0
344,"chr1",33502815,33503314,0,0,0,0
345,"chr1",33525709,33526208,0,0,0,0
346,"chr1",33670193,33670692,0,0,0,0
347,"chr1",33684407,33684906,0,0,0,0
348,"chr1",33709564,33710063,0,0,0,0
349,"chr1",33742789,33743288,0,0,0,0
350,"chr1",33755672,33756171,0,0,0,0
351,"chr1",33756248,33756747,0,0,0,0
352,"chr1",33759591,33760090,0,0,0,0
353,"chr1",33883298,33883797,0,0,0,0
354,"chr1",33926454,33926953,0,0,0,0
355,"chr1",33947840,33948339,0,0,0,0
356,"chr1",33994145,33994644,0,0,0,0
357,"chr1",34000748,34001247,0,0,0,0
358,"chr1",34010924,34011423,0,0,0,0
359,"chr1",34033899,34034398,0,0,0,0
360,"chr1",34038532,34039031,0,0,0,0
361,"chr1",34044685,34045184,0,0,0,0
362,"chr1",34069742,34070241,0,0,0,0
363,"chr1",34075054,34075553,0,0,0,0
364,"chr1",34077300,34077799,0,0,0,0
365,"chr1",34094825,34095324,0,0,0,0
366,"chr1",34109496,34109995,0,0,0,0
367,"chr1",34112559,34113058,0,0,0,0
368,"chr1",34120576,34121075,0,0,0,0
369,"chr1",34121194,34121693,0,0,0,0
370,"chr1",34131344,34131843,0,0,0,0
371,"chr1",34140057,34140556,0,0,0,0
372,"chr1",34162257,34162756,0,0,0,0
373,"chr1",34184191,34184690,0,0,0,0
374,"chr1",34185292,34185791,0,0,0,0
375,"chr1",34185951,34186450,0,0,0,0
376,"chr1",34218274,34218773,0,0,0,0
377,"chr1",34370624,34371123,0,0,0,0
378,"chr1",34399621,34400120,0,0,0,0
379,"chr1",34434581,34435080,0,0,0,0
380,"chr1",34459450,34459949,0,0,0,0
381,"chr1",34478919,34479418,0,0,0,0
382,"chr1",34485719,34486218,0,0,0,0
383,"chr1",34490091,34490590,0,0,0,0
384,"chr1",34500361,34500860,0,0,0,0
385,"chr1",34503358,34503857,0,0,0,0
386,"chr1",34510135,34510634,0,0,0,0
387,"chr1",34510968,34511467,0,0,0,0
388,"chr1",34536775,34537274,0,0,0,0
389,"chr1",34569862,34570361,0,0,0,0
390,"chr1",34587309,34587808,0,0,0,0
391,"chr1",34602290,34602789,0,0,0,0
392,"chr1",34678718,34679217,0,0,0,0
393,"chr1",34679558,34680057,0,0,0,0
394,"chr1",34681361,34681860,0,0,0,0
395,"chr1",34682795,34683294,0,0,0,0
396,"chr1",34685273,34685772,0,0,0,0
397,"chr1",34696584,34697083,0,0,0,0
398,"chr1",34697220,34697719,0,0,0,0
399,"chr1",34699433,34699932,0,0,0,0
400,"chr1",34702752,34703251,0,0,0,0
401,"chr1",34707162,34707661,0,0,0,0
402,"chr1",34713884,34714383,0,0,0,0
403,"chr1",34716382,34716881,0,0,0,0
404,"chr1",34718555,34719054,0,0,0,0
405,"chr1",34720953,34721452,0,0,0,0
406,"chr1",34761856,34762355,0,0,0,0
407,"chr1",34839915,34840414,0,0,0,0
408,"chr1",34842008,34842507,0,0,0,0
409,"chr1",34848592,34849091,0,0,0,0
410,"chr1",34849733,34850232,0,0,0,0
411,"chr1",34850487,34850986,0,0,0,0
412,"chr1",34858687,34859186,0,0,0,0
413,"chr1",34871935,34872434,0,0,0,0
414,"chr1",34891524,34892023,0,0,0,0
415,"chr1",34895975,34896474,0,0,0,0
416,"chr1",34896843,34897342,0,0,0,0
417,"chr1",34897851,34898350,0,0,0,0
418,"chr1",34899224,34899723,0,0,0,0
419,"chr1",34909398,34909897,0,0,0,0
420,"chr1",35032544,35033043,0,0,0,0
421,"chr1",35213819,35214318,0,0,0,0
422,"chr1",35227918,35228417,0,0,0,0
423,"chr1",35330095,35330594,0,0,0,0
424,"chr1",35353174,35353673,0,0,0,0
425,"chr1",35385372,35385871,0,0,0,0
426,"chr1",35388144,35388643,0,0,0,0
427,"chr1",35438380,35438879,0,0,0,0
428,"chr1",35590572,35591071,0,0,0,0
429,"chr1",35625974,35626473,0,0,0,0
430,"chr1",35629434,35629933,0,0,0,0
431,"chr1",35650611,35651110,0,0,0,0
432,"chr1",35726538,35727037,0,0,0,0
433,"chr1",35783267,35783766,0,0,0,0
434,"chr1",35839395,35839894,0,0,0,0
435,"chr1",35842311,35842810,0,0,0,0
436,"chr1",35843592,35844091,0,0,0,0
437,"chr1",35858360,35858859,0,0,0,0
438,"chr1",35875245,35875744,0,0,0,0
439,"chr1",35878391,35878890,0,0,0,0
440,"chr1",35886050,35886549,0,0,0,0
441,"chr1",35890515,35891014,0,0,0,0
442,"chr1",35917586,35918085,0,0,0,0
443,"chr1",35924306,35924805,0,0,0,0
444,"chr1",35933579,35934078,0,0,0,0
445,"chr1",35940130,35940629,0,0,0,0
446,"chr1",35951702,35952201,0,0,0,0
447,"chr1",35952646,35953145,0,0,0,0
448,"chr1",35975754,35976253,0,0,0,0
449,"chr1",35977094,35977593,0,0,0,0
450,"chr1",36001678,36002177,0,0,0,0
451,"chr1",36005846,36006345,0,0,0,0
452,"chr1",36006540,36007039,0,0,0,0
453,"chr1",36013675,36014174,0,0,0,0
454,"chr1",36017041,36017540,0,0,0,0
455,"chr1",36059942,36060441,0,0,0,0
456,"chr1",36068105,36068604,0,0,0,0
457,"chr1",36071155,36071654,0,0,0,0
458,"chr1",36074873,36075372,0,0,0,0
459,"chr1",36083556,36084055,0,0,0,0
460,"chr1",36089409,36089908,0,0,0,0
461,"chr1",36091191,36091690,0,0,0,0
462,"chr1",36095135,36095634,0,0,0,0
463,"chr1",36095641,36096140,0,0,0,0
464,"chr1",36113725,36114224,0,0,0,0
465,"chr1",36114277,36114776,0,0,0,0
466,"chr1",36134553,36135052,0,0,0,0
467,"chr1",36142763,36143262,0,0,0,0
468,"chr1",36158013,36158512,0,0,0,0
469,"chr1",36160091,36160590,0,0,0,0
470,"chr1",36162533,36163032,0,0,0,0
471,"chr1",36212381,36212880,0,0,0,0
472,"chr1",36243439,36243938,0,0,0,0
473,"chr1",36244762,36245261,0,0,0,0
474,"chr1",36250063,36250562,0,0,0,0
475,"chr1",36273260,36273759,0,0,0,0
476,"chr1",36274949,36275448,0,0,0,0
477,"chr1",36275634,36276133,0,0,0,0
478,"chr1",36276153,36276652,0,0,0,0
479,"chr1",36277210,36277709,0,0,0,0
480,"chr1",36321728,36322227,0,0,0,0
481,"chr1",36368661,36369160,0,0,0,0
482,"chr1",36369236,36369735,0,0,0,0
483,"chr1",36370157,36370656,0,0,0,0
484,"chr1",36457301,36457800,0,0,0,0
485,"chr1",36486177,36486676,0,0,0,0
486,"chr1",36492406,36492905,0,0,0,0
487,"chr1",36501214,36501713,0,0,0,0
488,"chr1",36546489,36546988,0,0,0,0
489,"chr1",36547049,36547548,0,0,0,0
490,"chr1",36571595,36572094,0,0,0,0
491,"chr1",36574180,36574679,0,0,0,0
492,"chr1",36644079,36644578,0,0,0,0
493,"chr1",36683256,36683755,0,0,0,0
494,"chr1",36691266,36691765,0,0,0,0
495,"chr1",36708566,36709065,0,0,0,0
496,"chr1",36709180,36709679,0,0,0,0
497,"chr1",36737251,36737750,0,0,0,0
498,"chr1",36744047,36744546,0,0,0,0
499,"chr1",36744549,36745048,0,0,0,0
500,"chr1",36784584,36785083,0,0,0,0
501,"chr1",36909901,36910400,0,0,0,0
502,"chr1",36917206,36917705,0,0,0,0
503,"chr1",36919716,36920215,0,0,0,0
504,"chr1",36920319,36920818,0,0,0,0
505,"chr1",36938231,36938730,0,0,0,0
506,"chr1",36941915,36942414,0,0,0,0
507,"chr1",36970867,36971366,0,0,0,0
508,"chr1",37013639,37014138,0,0,0,0
509,"chr1",37043139,37043638,0,0,0,0
510,"chr1",37077229,37077728,0,0,0,0
511,"chr1",37168660,37169159,0,0,0,0
512,"chr1",37216021,37216520,0,0,0,0
513,"chr1",37234878,37235377,0,0,0,0
514,"chr1",37246479,37246978,0,0,0,0
515,"chr1",37249499,37249998,0,0,0,0
516,"chr1",37250603,37251102,0,0,0,0
517,"chr1",37272422,37272921,0,0,0,0
518,"chr1",37273106,37273605,0,0,0,0
519,"chr1",37286926,37287425,0,0,0,0
520,"chr1",37336216,37336715,0,0,0,0
521,"chr1",37401643,37402142,0,0,0,0
522,"chr1",37419288,37419787,0,0,0,0
523,"chr1",37429897,37430396,0,0,0,0
524,"chr1",37430399,37430898,0,0,0,0
525,"chr1",37457520,37458019,0,0,0,0
526,"chr1",37474576,37475075,0,0,0,0
527,"chr1",37481348,37481847,0,0,0,0
528,"chr1",37518226,37518725,0,0,0,0
529,"chr1",37524983,37525482,0,0,0,0
530,"chr1",37539231,37539730,0,0,0,0
531,"chr1",37545163,37545662,0,0,0,0
532,"chr1",37566711,37567210,0,0,0,0
533,"chr1",37609516,37610015,0,0,0,0
534,"chr1",37630746,37631245,0,0,0,0
535,"chr1",37631366,37631865,0,0,0,0
536,"chr1",37632414,37632913,0,0,0,0
537,"chr1",37633209,37633708,0,0,0,0
538,"chr1",37634601,37635100,0,0,0,0
539,"chr1",37658158,37658657,0,0,0,0
540,"chr1",37671315,37671814,0,0,0,0
541,"chr1",37678327,37678826,0,0,0,0
542,"chr1",37684689,37685188,0,0,0,0
543,"chr1",37691694,37692193,0,0,0,0
544,"chr1",37694444,37694943,0,0,0,0
545,"chr1",37711570,37712069,0,0,0,0
546,"chr1",37718912,37719411,0,0,0,0
547,"chr1",37719633,37720132,0,0,0,0
548,"chr1",37852521,37853020,0,0,0,0
549,"chr1",37859362,37859861,0,0,0,0
550,"chr1",37867012,37867511,0,0,0,0
551,"chr1",37872654,37873153,0,0,0,0
552,"chr1",37873297,37873796,0,0,0,0
553,"chr1",37883354,37883853,0,0,0,0
554,"chr1",37884345,37884844,0,0,0,0
555,"chr1",37889877,37890376,0,0,0,0
556,"chr1",37890505,37891004,0,0,0,0
557,"chr1",37903139,37903638,0,0,0,0
558,"chr1",37931737,37932236,0,0,0,0
559,"chr1",37971479,37971978,0,0,0,0
560,"chr1",37990994,37991493,0,0,0,0
561,"chr1",37998668,37999167,0,0,0,0
562,"chr1",38012490,38012989,0,0,0,0
563,"chr1",38031352,38031851,0,0,0,0
564,"chr1",38081327,38081826,0,0,0,0
565,"chr1",38108727,38109226,0,0,0,0
566,"chr1",38109707,38110206,0,0,0,0
567,"chr1",38251430,38251929,0,0,0,0
568,"chr1",38252615,38253114,0,0,0,0
569,"chr1",38254368,38254867,0,0,0,0
570,"chr1",38286455,38286954,0,0,0,0
571,"chr1",38503558,38504057,0,0,0,0
572,"chr1",38787402,38787901,0,0,0,0
573,"chr1",38799282,38799781,0,0,0,0
574,"chr1",38862130,38862629,0,0,0,0
575,"chr1",38864402,38864901,0,0,0,0
576,"chr1",38870558,38871057,0,0,0,0
577,"chr1",38876670,38877169,0,0,0,0
578,"chr1",38899763,38900262,0,0,0,0
579,"chr1",38936722,38937221,0,0,0,0
580,"chr1",38972593,38973092,0,0,0,0
581,"chr1",38979911,38980410,0,0,0,0
582,"chr1",38980711,38981210,0,0,0,0
583,"chr1",38983081,38983580,0,0,0,0
584,"chr1",38988184,38988683,0,0,0,0
585,"chr1",39001087,39001586,0,0,0,0
586,"chr1",39006780,39007279,0,0,0,0
587,"chr1",39010621,39011120,0,0,0,0
588,"chr1",39016376,39016875,0,0,0,0
589,"chr1",39093236,39093735,0,0,0,0
590,"chr1",39100490,39100989,0,0,0,0
591,"chr1",39122681,39123180,0,0,0,0
592,"chr1",39123394,39123893,0,0,0,0
593,"chr1",39185839,39186338,0,0,0,0
594,"chr1",39193338,39193837,0,0,0,0
595,"chr1",39193907,39194406,0,0,0,0
596,"chr1",39201660,39202159,0,0,0,0
597,"chr1",39206838,39207337,0,0,0,0
598,"chr1",39242621,39243120,0,0,0,0
599,"chr1",39284651,39285150,0,0,0,0
600,"chr1",39286938,39287437,0,0,0,0
601,"chr1",39307222,39307721,0,0,0,0
602,"chr1",39368688,39369187,0,0,0,0
603,"chr1",39392137,39392636,0,0,0,0
604,"chr1",39417767,39418266,0,0,0,0
605,"chr1",39468978,39469477,0,0,0,0
